Date,Full Retreat and Summaries,Title of Event,#,Transcript or Writing,Title of Talk or Writing,Link,Broad Topics,Detailed Topics,Principal teacher 1,Principal teacher 2,Facilitator 1,Organization,Venue,Dates of overall event,Length of recording,Type of recording,Teacher's note on suitability,Online,Live audience,Audience (experienced or general),Technical notes on audio quality
2007-06-16,https://dl.airtable.com/.attachments/dd6ca6d89b420fd99e4cc897a4aabedc/58139eb9/2007_0616CambridgeDayRetreats-LettingGoofJudgment.pdf,Cambridge Day Retreats,1,https://dl.airtable.com/.attachments/e0628363748002bed4008b81100ba5b8/b80f6579/2007_0616OpeningTalk-LettingGoofJudgment.pdf,Opening Talk - Letting Go of Judgment,https://hermesamara.org/resources/talk/2007-06-16-opening-talk-letting-go-of-judgment,emptiness/insight,"judgment/inner critic,judgment vs discernment,mindfulness",Rob Burbea,,,Cambridge Day Retreats,"Friends Meeting House, Cambridge",,1188,Talk,,,true,,
2007-06-16,,Cambridge Day Retreats,2,https://dl.airtable.com/.attachments/19e7d2f5ccf0b4a7974055612749f17c/a0077416/2007_0616GuidedMeditation.pdf,Guided Meditation,https://hermesamara.org/resources/talk/2007-06-16-guided-meditation,samadhi/jhana,"samadhi,breath meditation,guided meditation on the breath,walking meditation",Rob Burbea,,,Cambridge Day Retreats,"Friends Meeting House, Cambridge",,2382,Guided practice,,,true,,
2007-06-16,,Cambridge Day Retreats,3,https://dl.airtable.com/.attachments/faacaf53215a686196d0d7fd8ccb0323/9df3abb4/2007_0616Judgment.pdf,Judgment,https://hermesamara.org/resources/talk/2007-06-16-judgment,emptiness/insight,"judgment/inner critic,mindfulness,metta,metta: retraining the habits of mind,emotions / mind states: fear and anxiety,self-views, noticing and practicing with,three characteristics,not-self (anatta)",Rob Burbea,,,Cambridge Day Retreats,"Friends Meeting House, Cambridge",,3407,Talk,,,true,,
2007-06-16,,Cambridge Day Retreats,4,https://dl.airtable.com/.attachments/a552271fca006e75a4de1e8736b5596b/8dd553a1/2007_0616QuestionsandAnswers.pdf,Questions and Answers,https://hermesamara.org/resources/talk/2007-06-16-questions-and-answers,emptiness/insight,"emotions / mind states: fear and anxiety,mindfulness,metta,metta: retraining the habits of mind",Rob Burbea,,,Cambridge Day Retreats,"Friends Meeting House, Cambridge",,902,Question and answer session,,,true,,
2007-07-16,,"Path of Liberation, IMS",1,https://dl.airtable.com/.attachments/b30f847f2ada4b7d77d39374da9ea585/fc041cc7/2007_0716PathofLiberation-FreedomfromFearandAnxiety.pdf,Freedom from Fear and Anxiety,https://dharmaseed.org/teacher/210/talk/868/,emptiness/insight,"emotions,emotions / mind states: fear and anxiety,inquiring,generosity,mindfulness,emotions / mind states: fearlessness in regard to emotions,working with difficult emotions / sensations / energies,judgment/inner critic,metta,emotions / mind states, resourcing and cultivating skillful",Rob Burbea,,,Insight Meditation Society,"IMS Retreat Center, Barre, Massachusetts",,3415,Talk,"This talk explores in detail the tools and approaches we can develop to work skillfully with fear in our lives, both those fears that are obvious and those that are more hidden. There is a genuine possibility of liberation from the power that fear seems to have to constrict us",,true,,
2007-09-17,https://dl.airtable.com/.attachments/3f91e2560e27035a7d1cf636939a9ae2/961cc3f5/2007_0917DeepeninginWisdom.pdf,Deepening in Wisdom,1,https://dl.airtable.com/.attachments/841361c368915d62136fd5868bdecb2b/c7c1beac/2007_0917OceanofPatience.pdf,Ocean of Patience,https://dharmaseed.org/teacher/210/talk/12222/,"emptiness/insight,samadhi/jhana","mindfulness,samadhi,emotions,samadhi: qualities practice develops (refinement, patience, mindfulness, etc.),sila, samadhi, panna (aspects of the path)",Rob Burbea,,,Gaia House,"Gaia House, Devon",,3322,Talk,,,true,,
2007-09-20,,Deepening in Wisdom,2,https://dl.airtable.com/.attachments/c3d80816975733fa192fa5ee63775ce1/f1ac3882/2007_0920TheSelfandtheWorld.pdf,The Self and the World,https://dharmaseed.org/teacher/210/talk/12223/,emptiness/insight,"self-views, noticing and practicing with,three characteristics,not-self (anatta),aggregates (skandhas),healing of the world (tikkun olam),emptiness/insight: fading, unfabricating,the Unfabricated",Rob Burbea,,,Gaia House,"Gaia House, Devon",,3267,Talk,,,true,,Audio quality is poor
2007-10-13,https://dl.airtable.com/.attachments/1594e5f19f06d7e5a4c3c0bb50cf8cd1/020af7a7/2007_1013SilentAutumnRetreatFinland.pdf,"Silent Autumn Retreat, Finland",1,https://dl.airtable.com/.attachments/b95b9fd89a2e31e753010e39adc3f250/243d5650/2007_1013WhatAreWeDoingHere.pdf,What Are We Doing Here?,https://hermesamara.org/resources/talk/2007-10-13-what-are-we-doing-here,emptiness/insight,"mindfulness,inquiring,insight and cultivation (aspects or wings of the path),samadhi: developing well-being, happiness, nourishment,samadhi: qualities practice develops (refinement, patience, mindfulness, etc.),dukkha (suffering)",Rob Burbea,,,Nirodha Insight Meditation,"Nirodha Insight Meditation, Helsinki",October 12-19 2007,3513,Talk,,,true,,
2007-10-15,,"Silent Autumn Retreat, Finland",2,https://dl.airtable.com/.attachments/9ff4e5508ac99a7b1fe6f2af626e85ef/4e658dc8/2007_1015Equanimity.pdf,Equanimity,https://hermesamara.org/resources/talk/2007-10-15-equanimity,"brahmaviharas,emptiness/insight","equanimity,equanimity: near enemies,impermanence (anicca),joy,art's importance in the world,worldly winds,equanimity: types of equanimity,emptiness/insight: understanding, not just having experiences",Rob Burbea,,,Nirodha Insight Meditation,"Nirodha Insight Meditation, Helsinki",October 12-19 2007,3413,Talk,,,true,,
2007-10-17,,"Silent Autumn Retreat, Finland",3,https://dl.airtable.com/.attachments/c14af4f4f21a8262cc4b5e1b9b9011ae/5ae74b4f/2007_1017FreedomfromFearandAnxiety.pdf,Freedom from Fear and Anxiety,https://hermesamara.org/resources/talk/2007-10-17-freedom-from-fear-and-anxiety,emptiness/insight,"emotions,emotions / mind states: fear and anxiety,inquiring,generosity,mindfulness,working with difficult emotions / sensations / energies,judgment/inner critic,metta",Rob Burbea,,,Nirodha Insight Meditation,"Nirodha Insight Meditation, Helsinki",October 12-19 2007,3655,Talk,,,true,,
2007-11-03,https://dl.airtable.com/.attachments/8fea8bee649144e86cb7f72db0c17502/2bb4cd3b/2007_1103NovemberSolitary.pdf,November Solitary,1,https://dl.airtable.com/.attachments/9c0e8c15a5c13f0c54b35032f100ebff/ce75c976/2007_1103ABodyAtPeaceWithItself.pdf,"""A Body at Peace with Itself""",https://dharmaseed.org/teacher/210/talk/11926/,emptiness/insight,"mindfulness,mindfulness, foundations of: first foundation (body),aging/sickness/death,overestimating effect of mind on body, health, illness,working with pain / discomfort,sizes or scopes of attention (narrow, energy body, vast),malleability of perception,three characteristics,impermanence (anicca),dukkha (suffering),not-self (anatta)",Rob Burbea,,,Gaia House,"Gaia House, Devon",,3498,Talk,,,true,,
2007-11-08,,November Solitary,2,https://dl.airtable.com/.attachments/002327bf3cebbde59275f453d8acb030/6ce321f8/2007_1108AQuestionofFaith.pdf,A Question of Faith,https://dharmaseed.org/teacher/210/talk/11927/,other topics,"inquiring,faith,devotion,views of the path,Four Noble Truths",Rob Burbea,,,Gaia House,"Gaia House, Devon",,3610,Talk,"A probing exploration of the movements of faith in our practice. Whether we are conscious of it or not, we are always placing our faith somewhere. What do we have faith in? What shapes our sense of limitation or possibility? And how do faith and confidence deepen?",,true,,
2007-11-17,,November Solitary,3,https://dl.airtable.com/.attachments/afb2685a9377002b5c8ab2a565b4b6ea/2222019e/2007_1117IntotheDepthsofSilence.pdf,Into the Depths of Silence,https://dharmaseed.org/teacher/210/talk/11928/,emptiness/insight,"depths and dimensions of silence,getting in touch with deeper priorities,emotions / mind states: guilt or remorse,Practice: opening to sounds and silence,Practice: spacious or vast awareness,emptiness/insight: fading, unfabricating,the Unfabricated shining through this world",Rob Burbea,,,Gaia House,"Gaia House, Devon",,3580,Talk,,,true,,
2007-11-24,,November Solitary,4,https://dl.airtable.com/.attachments/d8658e876704e9d8089b339ab482df15/688456b0/2007_1124TimeandtheEmptinessofTime.pdf,Time and the Emptiness of Time,https://dharmaseed.org/teacher/210/talk/11929/,emptiness/insight,"emptiness of time,Practice: Neither one nor many,Practice: diamond slivers analysis (Nagarjuna),Christian mysticism,emptiness/insight: fading, unfabricating,emptiness/insight: fading or logic and analysis as ways in,emptiness/insight: dependent arising, mutual dependence,eternality / timelessness",Rob Burbea,,,Gaia House,"Gaia House, Devon",,3415,Talk,"Time is one of the fundamental aspects of existence we usually take for granted, leaving its seeming ‘reality’ unquestioned. But Dharma practice and inquiry can puncture and shatter our belief in the real independent existence of time – both the past/future and the present/the ‘Now’, and, in so doing, open awareness up to a truly inconceivable and immeasurable liberation.",,true,,
2007-12-09,https://dl.airtable.com/.attachments/d7084e56c329bbdfeb76f16767f1f052/21b81640/2007_1209DayRetreatLondonInsight.pdf,"Day Retreat, London Insight",1,https://dl.airtable.com/.attachments/591e26cc23da1cfb2c5ffcf8ecbaaf35/647431ef/2007_1209EmotionalHealing-PartOne.pdf,Emotional Healing (Part One),https://hermesamara.org/resources/talk/2007-12-09-emotional-healing-part-one,emptiness/insight,"emotions,mindfulness,mindfulness, foundations of: third foundation (citta),emotions: increase energy in attention, decrease in emotion,emotions / mind states: how views/assumptions affect practice,emotions / mind states: fearlessness in regard to emotions",Rob Burbea,,,London Insight Meditation,"King Alfred School, London",,1453,Talk,,,true,,Audio quality is poor
2007-12-09,,"Day Retreat, London Insight",2,https://dl.airtable.com/.attachments/c6ca4902d7ab6787924325b8ff014e5f/e4efadf7/2007_1209EmotionalHealing-PartTwo.pdf,Emotional Healing (Part Two),https://hermesamara.org/resources/talk/2007-12-09-emotional-healing-part-two,emptiness/insight,"emotions,emotions / mind states, resourcing and cultivating skillful,joy,metta,communication, skill with,purification / stored psychological material,emotions / mind states: how views/assumptions affect practice,emotions / mind states: fearlessness in regard to emotions",Rob Burbea,,,London Insight Meditation,"King Alfred School, London",,4020,Talk,,,true,,Audio quality is poor
2007-12-29,https://dl.airtable.com/.attachments/03dfad373214616f65910c012ff0caae/586baf60/2007_1229NewYearRetreat.pdf,New Year Retreat,1,https://dl.airtable.com/.attachments/bfb2f60f8ba528a418fac7a60e956fa0/e13824b8/2007_1229WhatisInsight.pdf,What is 'Insight'?,https://dharmaseed.org/teacher/210/talk/11972/,emptiness/insight,"intro/overview,definitions: what is insight?,emptiness/insight: personal vs universal vs ultimate insight,emptiness/insight: cementing and consolidating insights,Four Noble Truths,three characteristics,impermanence (anicca),dukkha (suffering),not-self (anatta)",Rob Burbea,,,Gaia House,"Gaia House, Devon",,3598,Talk,"This talk presents a map and overview of the path of Insight Meditation, exploring the different kinds and levels of insight available to us, the possible avenues for its development and deepening, and some of the many ways we can nurture and strengthen its unfolding.",,true,,"Audio fades in and out, cuts off"
2007-12-31,,New Year Retreat,2,https://dl.airtable.com/.attachments/c6c0c5f4e395b506f8171e1633934dcb/3ffb6d30/2007_1231Joy.pdf,Joy,https://dharmaseed.org/teacher/210/talk/11971/,brahmaviharas,"joy,inquiring,emotions / mind states: different kinds of happiness,emotions / mind states: sadness, depression,gratitude and appreciation,piti,wonder",Rob Burbea,,,Gaia House,"Gaia House, Devon",,3912,Talk,"The Buddha placed great emphasis on joy (mudita) and Happiness (sukkha) as part of the path. This talk explores the place of these beautiful and precious qualities in our practice, and life. What are the foundations of happiness? What is it that allows the heart to open to joy?",,true,,
2008-01-29,https://dl.airtable.com/.attachments/836c7f5e44dfccde0b59b4c9018f5ed3/9bf23808/2008_0129LovingkindnessandCompassionasaPathtoAwakening.pdf,Lovingkindness and Compassion as a Path to Awakening,1,https://dl.airtable.com/.attachments/cba7a667fdb0c243d1157be94e2ca87d/1c5b6b8f/2008_0129ThePlaceofSamadhiinMettaPractice.pdf,The Place of Samadhi in Metta Practice,https://dharmaseed.org/teacher/210/talk/11955/,"brahmaviharas,samadhi/jhana","metta,samadhi,piti,definitions: samadhi,samadhi: focus on one object or a wider open field,samadhi: aspects of samadhi (well-being, focus, energization, etc.),samadhi: relationship of samatha and insight,samadhi: dependent on and leading to happiness,gratitude and appreciation,hindrances,samadhi: using the body to navigate,emotions / mind states: fear and anxiety,repression / suppression,purification / stored psychological material,self-views, noticing and practicing with,metta: working with phrases",Rob Burbea,,,Gaia House,"Gaia House, Devon",,5164,Talk,"This series of talks and guided meditations explores the development of the practices of both Lovingkindness and Compassion, with particular emphasis on the radical possibilities of Awakening that they bring. Through these practices we come to develop deep and beautiful qualities of heart as a real resource both for ourselves and the world, and also open ourselves to the profound and liberating understandings that can emerge from this path of love.",,true,,
2008-01-30,,Lovingkindness and Compassion as a Path to Awakening,2,https://dl.airtable.com/.attachments/2411b1c8b4f4350d2cb729b0df594bb7/33e62a6e/2008_0130ExploringtheWorldofLovingKindness.pdf,Exploring the World of Loving Kindness,https://dharmaseed.org/teacher/210/talk/11951/,brahmaviharas,"metta,metta: working with categories,metta to self,metta: near enemies,metta to friend,self-views, noticing and practicing with,clinging, the dependence of self-sense on,emotions / mind states: anger,Right Speech,precepts,emotions / mind states: hurt,metta: practicing with the body,emotions / mind states: guilt or remorse,depths and dimensions of silence,oneness/vastness, different flavors of (love, awareness, etc.),metta: ways of practicing without phrases",Rob Burbea,,,Gaia House,"Gaia House, Devon",,4285,Talk,"This series of talks and guided meditations explores the development of the practices of both Lovingkindness and Compassion, with particular emphasis on the radical possibilities of Awakening that they bring. Through these practices we come to develop deep and beautiful qualities of heart as a real resource both for ourselves and the world, and also open ourselves to the profound and liberating understandings that can emerge from this path of love.",,true,,
